id,contact,contactName,desc,date,dueDate,multipledueDate,forecastDate,notes,tags,products,tax,subtotal,discount,total,language,status,customFields,docNumber,currency,currencyChange,paymentsDetail,paymentsTotal,paymentsPending,paymentsRefunds,multipledueDate.date,multipledueDate.amount,from.id,from.docType
687755e8b710f8c178097ad6,681a5579f1ea6b91650b2f65,BetterContact (BetterContact),Fra. 3EB2B17E-6827 BetterContact,2025-07-15 22:00:00,,[],,,"['cogs', 'tech', 'tool']","[{'name': 'Fra. 3EB2B17E-6827 BetterContact', 'desc': 'Fra. 3EB2B17E-6827 BetterContact', 'price': 955.4825276314131, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_adqintras_21'], 'tags': ['cogs', 'tech', 'tool'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,955.48,0,955.48,,1,[],3EB2B17E-6827,usd,1.161926009,"[{'id': '688393ecac075aa2a50b6c95', 'amount': 955.48, 'date': 1752624000, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",955.48,0.0,0,,,,
6878b9f25cbbd8bc150f7755,6694f881e793fd466106a51f,Paddle.com Market Ltd (Paddle.com Market Ltd),Fra. 790-17230 Paddle.com Market Ltd,2025-07-15 22:00:00,,[],,,"['cogs', 'tech', 'tool']","[{'name': 'Fra. 790-17230 Paddle.com Market Ltd', 'desc': 'Fra. 790-17230 Paddle.com Market Ltd', 'price': 516.228000159752, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': ['cogs', 'tech', 'tool'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,516.23,0,516.23,,1,[],790-17230,usd,1.162277133,"[{'id': '68837646071fa27c1f03ceb2', 'amount': 516.23, 'date': 1752624000, 'bankId': '6697ee29ecc2d0d7aa0e0db5'}]",516.23,0.0,0,,,,
687e3793735dc7381304b964,679aa7946148fd046c0961ca,FERNANDEZ SANCHEZ FELIX (FERNANDEZ SANCHEZ FELIX),Fra. 00005-00000021 FERNANDEZ SANCHEZ FELIX,2025-07-15 22:00:00,,[],,,"['cogs', 'tech', 'tool']","[{'name': 'Fra. 00005-00000021 FERNANDEZ SANCHEZ FELIX', 'desc': 'Fra. 00005-00000021 FERNANDEZ SANCHEZ FELIX', 'price': 1550, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': ['cogs', 'tech', 'tool'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '66a1051a4e198333290c504a'}]",0.0,1550.0,0,1550.0,es,1,[],00005-00000021,eur,1.0,"[{'id': '68836086cc382a6d1408184e', 'amount': 1550, 'date': 1753056000, 'bankId': '6697e93c6fb022a948097230'}]",1550.0,0.0,0,,,,
688095e2ac6688931c0ac7df,68236f3862f063a31d05476f,CASA JULIO Julio Fernández Álvarez (CASA JULIO Julio Fernández Álvarez),Fra. 3109 CASA JULIO Julio Fernández Álvarez,2025-07-15 22:00:00,,[],,,"['hr', 'opex', 'vendor']","[{'name': 'Fra. 3109 CASA JULIO Julio Fernández Álvarez', 'desc': 'Fra. 3109 CASA JULIO Julio Fernández Álvarez', 'price': 76.64, 'units': 1, 'projectid': None, 'tax': 10, 'taxes': ['p_iva_10'], 'tags': ['hr', 'opex', 'vendor'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6731c13c78be5ff05809ea21'}]",7.66,76.64,0,84.3,es,1,[],3109,eur,1.0,"[{'id': '688393a601738ba506048f33', 'amount': 84.3, 'date': 1752624000, 'bankId': '6697ee29ecc2d0d7aa0e0db5'}]",84.3,0.0,0,,,,
6877560f230d5abc180f9027,681a5579f1ea6b91650b2f65,BetterContact (BetterContact),Fra. 3EB2B17E-6816 BetterContact,2025-07-14 22:00:00,,[],,,"['cogs', 'tech', 'tool']","[{'name': 'Fra. 3EB2B17E-6816 BetterContact', 'desc': 'Fra. 3EB2B17E-6816 BetterContact', 'price': 223.76639991367986, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_adqintras_21'], 'tags': ['cogs', 'tech', 'tool'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,223.77,0,223.77,,1,[],3EB2B17E-6816,usd,1.161926009,"[{'id': '68839411f67c5dc4c9015d6a', 'amount': 223.77, 'date': 1752537600, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",223.77,0.0,0,,,,
68760c3e3e64f8369a0b131e,672ca6594cc0add3080b6460,Kaspr SAS (Kaspr SAS),Fra. 257FA40F-0010 Kaspr SAS,2025-07-12 22:00:00,,[],,,"['cogs', 'tech', 'tool']","[{'name': 'Fra. 257FA40F-0010 Kaspr SAS', 'desc': 'Fra. 257FA40F-0010 Kaspr SAS', 'price': 59, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_adqintrab_21'], 'tags': ['cogs', 'tech', 'tool'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,59.0,0,59.0,es,1,[],257FA40F-0010,eur,1.0,"[{'id': '688375512fa182ee150a52f6', 'amount': 59, 'date': 1752364800, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",59.0,0.0,0,,,,
68760c84c364d073e2070f9f,66bb168bffa1a257fd08a465,MailerLite Ltd. (MailerLite Ltd.),Fra. 1013859-1752326348-523 MailerLite Ltd.,2025-07-11 22:00:00,,[],,,"['mkg', 'opex', 'tool']","[{'name': 'Fra. 1013859-1752326348-523 MailerLite Ltd.', 'desc': 'Fra. 1013859-1752326348-523 MailerLite Ltd.', 'price': 36, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_adqintrab_21'], 'tags': ['mkg', 'opex', 'tool'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,36.0,0,36.0,es,1,[],1013859-1752326348-523,eur,1.0,"[{'id': '688375537ddd905f830c5fcd', 'amount': 36, 'date': 1752278400, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",36.0,0.0,0,,,,
6870dad7298c43b2a80d0a65,67be15a371730ffc8e081860,ZenLeads Inc. (ZenLeads Inc.),Fra. YNFE2AMJ-0011 ZenLeads Inc.,2025-07-10 22:00:00,,[],,,[],"[{'name': 'Fra. YNFE2AMJ-0011 ZenLeads Inc.', 'desc': 'Fra. YNFE2AMJ-0011 ZenLeads Inc.', 'price': 254.4087150084947, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,254.41,0,254.41,,1,[],YNFE2AMJ-0011,usd,1.167412838,"[{'id': '6883955fc435cda9060e3d9c', 'amount': 254.2, 'date': 1752192000, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}, {'id': '6883970262bc12e2290f0a5e', 'amount': 0.21, 'date': 1752184800, 'bankId': '67d965eb584bef22340ee625'}]",254.41,0.0,0,,,,
6870b8cf93b086c11f04777f,6694febb64ba6319900bcdcf,FULL ENRICH (FULL ENRICH),Fra. 1449FF9-0007 FULL ENRICH,2025-07-09 22:00:00,,[],,,[],"[{'name': 'Fra. 1449FF9-0007 FULL ENRICH', 'desc': 'Fra. 1449FF9-0007 FULL ENRICH', 'price': 370, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,370.0,0,370.0,es,1,[],1449FF9-0007,eur,1.0,"[{'id': '68837558b943db95a402eacd', 'amount': 370, 'date': 1752105600, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",370.0,0.0,0,,,,
686f9d91ac4a87122c029343,686f9d2da3972b9b98032aff,CloudTalk S. Γ. O. (CloudTalk S. Γ. O.),Fra. 25014245 CloudTalk S. Γ. O.,2025-07-07 22:00:00,,[],,,[],"[{'name': 'Fra. 25014245 CloudTalk S. Γ. O.', 'desc': 'Fra. 25014245 CloudTalk S. Γ. O.', 'price': 17.04319999639502, 'units': 1, 'projectid': None, 'tax': 0, 'taxes': [], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '668572ba1ef7394b7a07f1de'}]",0.0,17.04,0,17.04,,1,[],25014245,usd,1.173488547,"[{'id': '68836542313f10285c00fad1', 'amount': 17.03, 'date': 1751932800, 'bankId': '6697ee29ecc2d0d7aa0e0db5'}, {'id': '68836559858279c90109f377', 'amount': 0.01, 'date': 1751925600, 'bankId': '67d965eb584bef22340ee625'}]",17.040000000000003,0.0,0,,,,
686b7effcef17d44ef073c52,6694f881e793fd466106a51f,Paddle.com Market Ltd (Paddle.com Market Ltd),Fra. 790-17050 Paddle.com Market Ltd,2025-07-05 22:00:00,,[],,,[],"[{'name': 'Fra. 790-17050 Paddle.com Market Ltd', 'desc': 'Fra. 790-17050 Paddle.com Market Ltd', 'price': 278.7508000795973, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,278.75,0,278.75,,1,[],790-17050,usd,1.176678237,"[{'id': '688395755db6d1daf50be10b', 'amount': 278.75, 'date': 1751760000, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",278.75,0.0,0,,,,
6867a5d2b3f63f45ae015c18,679aa945082f148e4508e16f,Deeptrace Inc. (Deeptrace Inc.),Fra. 25365C73-0004 Deeptrace Inc.,2025-07-02 22:00:00,,[],,,[],"[{'name': 'Fra. 25365C73-0004 Deeptrace Inc.', 'desc': 'Fra. 25365C73-0004 Deeptrace Inc.', 'price': 424.4910001005755, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,424.49,0,424.49,,1,[],25365C73-0004,usd,1.177881274,"[{'id': '686807f7f5c7d4b88d0df1fe', 'amount': 424.1, 'date': 1751500800, 'bankId': '6697ee29ecc2d0d7aa0e0db5'}, {'id': '686808b4664fe3ab850d9ecf', 'amount': 0.39, 'date': 1751493600, 'bankId': '67d965eb584bef22340ee625'}]",424.49,0.0,0,,,,
6867bc4587b2b6c2920b14a3,683581fcddc06c80f30910a7,Norrsken Barcelona SL (Norrsken Barcelona SL),Fra. INV-12297 Norrsken Barcelona SL,2025-06-30 22:00:00,,[],,,[],"[{'name': 'Fra. INV-12297 Norrsken Barcelona SL', 'desc': 'Fra. INV-12297 Norrsken Barcelona SL', 'price': 53.72, 'units': 1, 'projectid': None, 'tax': 21, 'taxes': ['p_iva_21'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",11.28,53.72,0,65.0,es,1,[],INV-12297,eur,1.0,"[{'id': '6883755b17c0e3a0bc011d98', 'amount': 65, 'date': 1751587200, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",65.0,0.0,0,,,,
6867be2f7895dda195054f15,67f2988c3b6254138a0fb4d6,Opusclip Inc. (Opusclip Inc.),Fra. 7C9411E8-0004 Opusclip Inc.,2025-06-30 22:00:00,,[],,,[],"[{'name': 'Fra. 7C9411E8-0004 Opusclip Inc.', 'desc': 'Fra. 7C9411E8-0004 Opusclip Inc.', 'price': 29, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,29.0,0,29.0,es,1,[],7C9411E8-0004,eur,1.0,"[{'id': '686806b2691d786eb108140e', 'amount': 29, 'date': 1751328000, 'bankId': '6697ee29ecc2d0d7aa0e0db4'}]",29.0,0.0,0,,,,
688332ffa52bbdbeef09f178,6694f881e793fd466106a51f,Paddle.com Market Ltd (Paddle.com Market Ltd),Fra. 790-15436 Paddle.com Market Ltd,2025-06-30 22:00:00,,[],,,"['abril', 'cogs', 'tech', 'tool']","[{'name': 'Fra. 790-15436 Paddle.com Market Ltd', 'desc': 'Fra. 790-15436 Paddle.com Market Ltd', 'price': 304.9075260655969, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': ['abril', 'cogs', 'tech', 'tool'], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,304.91,0,304.91,,0,[],790-15436,usd,1.174126479,,0.0,304.91,0,,,,
68639b56c204471eab03a126,67be15a371730ffc8e081860,ZenLeads Inc. (ZenLeads Inc.),Fra. YNFE2AMJ-0009 ZenLeads Inc.,2025-06-29 22:00:00,,[],,,[],"[{'name': 'Fra. YNFE2AMJ-0009 ZenLeads Inc.', 'desc': 'Fra. YNFE2AMJ-0009 ZenLeads Inc.', 'price': 30.67508250184357, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,30.68,0,30.68,,1,[],YNFE2AMJ-0009,usd,1.178480938,"[{'id': '6863fc5fdacdb26330089512', 'amount': 30.68, 'date': 1751241600, 'bankId': '6697ee29ecc2d0d7aa0e0db5'}]",30.68,0.0,0,,,,
68639f71024ecc20040ef0e6,6707e43bed50791cee027917,MICHEL ESTOPIÑALES BLAY (MICHEL ESTOPIÑALES BLAY),Fra. 14/2025 MICHEL ESTOPIÑALES BLAY,2025-06-29 22:00:00,,[],,,[],"[{'name': 'Fra. 14/2025 MICHEL ESTOPIÑALES BLAY', 'desc': 'Fra. 14/2025 MICHEL ESTOPIÑALES BLAY', 'price': 5000, 'units': 1, 'projectid': None, 'tax': 21, 'taxes': ['p_iva_21', 'p_ret_15'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '66a1051a4e198333290c504a'}]",300.0,5000.0,0,5300.0,es,1,[],14/2025,eur,1.0,"[{'id': '6863f0aab6bff8191a052aa3', 'amount': 5300, 'date': 1750982400, 'bankId': '6697e93c6fb022a948097230'}]",5300.0,0.0,0,,,,
68680506905fa42e4a054195,686804f1fcb248d793050243,"NO MORE UPDATES, S.L (NO MORE UPDATES, S.L)","Fra. nº: 2 NO MORE UPDATES, S.L",2025-06-29 22:00:00,,[],,,[],"[{'name': 'Fra. nº: 2 NO MORE UPDATES, S.L', 'desc': 'Fra. nº: 2 NO MORE UPDATES, S.L', 'price': 274.8, 'units': 1, 'projectid': None, 'tax': 21, 'taxes': ['p_iva_21'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",57.71,274.8,0,332.51,es,1,[],nº: 2,eur,1.0,"[{'id': '6883608b0d7f517b30055105', 'amount': 332.51, 'date': 1751932800, 'bankId': '6697e93c6fb022a948097230'}]",332.51,0.0,0,,,,
68680576bd712ab8b501c285,67c878404e7cee4d280053c0,Empresa Nacional Innovación de SA (Empresa Nacional Innovación de SA),Fra. 1000006858 - Empresa Nacional Innovación de SA,2025-06-29 22:00:00,,[],,,[],"[{'name': 'Fra. 1000006858 - Empresa Nacional Innovación de SA', 'desc': 'Fra. 1000006858 - Empresa Nacional Innovación de SA', 'price': 3040.4, 'units': 1, 'projectid': None, 'tax': -19, 'taxes': ['p_iva_nosujeto', 'p_ret_19'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '68680595b0333b5f71004617'}]",-577.68,3040.4,0,2462.7200000000003,es,1,[],1000006858 -,eur,1.0,"[{'id': '68680647843ef2212b053ddf', 'amount': 2462.72, 'date': 1751241600, 'bankId': '6697e93c6fb022a948097230'}]",2462.72,4.547473508864641e-13,0,,,,
68639c006415e3673d0e7a24,67be15a371730ffc8e081860,ZenLeads Inc. (ZenLeads Inc.),Fra. YNFE2AMJ-0008 ZenLeads Inc.,2025-06-26 22:00:00,,[],,,[],"[{'name': 'Fra. YNFE2AMJ-0008 ZenLeads Inc.', 'desc': 'Fra. YNFE2AMJ-0008 ZenLeads Inc.', 'price': 38.85510450233519, 'units': 1, 'projectid': None, 'tax': -21, 'taxes': ['p_iva_invsuj'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '6694dc01140acf9e000425c2'}]",0.0,38.86,0,38.86,,1,[],YNFE2AMJ-0008,usd,1.178480938,"[{'id': '6863fc63bb756e25510a06f9', 'amount': 38.86, 'date': 1750982400, 'bankId': '6697ee29ecc2d0d7aa0e0db5'}]",38.86,0.0,0,,,,
68639ce28064e2e22406c4f0,6694faff0c3b83b17508c837,Ignacio Gaminde (Ignacio Gaminde),Fra. A -15-2025 Ignacio Gaminde,2025-06-26 22:00:00,,[],,,[],"[{'name': 'Fra. A -15-2025 Ignacio Gaminde', 'desc': 'Fra. A -15-2025 Ignacio Gaminde', 'price': 2916.67, 'units': 1, 'projectid': None, 'tax': 21, 'taxes': ['p_iva_21'], 'tags': [], 'discount': 0, 'retention': 0, 'weight': 0, 'costPrice': 0, 'sku': 0, 'account': '66a107fcafde0ca4240e0a40'}]",612.5,2916.67,0,3529.17,es,1,[],A -15-2025,eur,1.0,"[{'id': '6863f0ae48e808767d04d843', 'amount': 3529.17, 'date': 1750982400, 'bankId': '6697e93c6fb022a948097230'}]",3529.17,0.0,0,,,,
